Station code,Station name,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode,Year
1539,"GROUND WATER AT BARPETA, ASSAM",ASSAM,26,27,7.2,7.5,278,578,1.3,1.6,0.7,0.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1540,"GROUND WATER AT BONAIGAON, ASSAM",ASSAM,26,28,7.2,7.3,104,110,1.4,1.8,1.1,1.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1541,"GROUND WATER AT NOONMATI GUWAHATI, ASSAM",ASSAM,22,29,7.1,7.2,187,445,1.2,1.2,0.5,2.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1542,"GROUND WATER AT SIJUBARI MAZAR, NATBOMA HATIGAON",ASSAM,25,26,7,7.1,44,49,1.5,2.6,0.7,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2243,"GROUND WATER FROM LEDO, MARGHERITA, ASSAM",ASSAM,18,26,5.4,6.6,214,221,1.8,2.7,0.7,0.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2244,"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,25,30,7.3,7.6,245,283,0.8,2,1,2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2245,"GROUND WATER FROM NUMALIGARH (NEAR NRL TE LABOR COLONY), ASSAM",ASSAM,24,27,5.4,6.6,116,140,1.3,4.2,1,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2246,"GROUND WATER FROM SEMENCHAPARI, ASSAM",ASSAM,18,24,7,7.2,109,144,1.1,2.1,0.7,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2247,"GROUND WATER FROM SILAPATHAR, ASSAM",ASSAM,18,24,6.8,6.9,23,191,1.2,1.8,0.8,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2248,"GROUND WATER FROM LAKHIMPUR TOWN, ASSAM",ASSAM,28,30,7,7.1,135,140,1.5,3.4,0.7,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2249,"GROUND WATER FROM TEZPUR (MISSION CHARIALI), ASSAM",ASSAM,26,27,6.7,7.2,137,268,1,2,0.3,0.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2250,"GROUND WATER FROM NAGAON (PANIGAON), ASSAM",ASSAM,24,29,7.1,7.3,164,364,1.3,1.9,1,1.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2251,"GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,27,29,6.3,6.3,40,919,1.3,4,0.7,1.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2252,"GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK- GUWAHATI, ASSAM",ASSAM,25,26,6.9,7.2,162,170,2,3.8,0.6,0.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,26,29,6.8,7.8,171,301,1.2,4.2,0.6,1.1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2254,"GROUND WATER FROM BARPETA ROAD(RLY STATION), ASSAM",ASSAM,28,28,7,7.6,264,364,1.3,1.4,0.8,0.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2255,"GROUND WATER NEAR BPRL, DHALIGAON, ASSAM",ASSAM,23,28,7.2,7.3,96,99,1.1,3,0.8,0.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2256,"GROUND WATER FROM KOKRAJHAR DISTRICT (HS SCHOOL ), ASSAM",ASSAM,26,29,6.5,7.1,168,268,1.1,1.2,1,1.1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2257,"GROUND WATER FROM DHUBRI DISTRICT (COLLEGE NAGAR ), ASSAM",ASSAM,28,30,7,7,180,280,1.3,1.7,1,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2258,"GROUND WATER FROM GOALPARA DIST. (GOALPARA COLLEGE ), ASSAM",ASSAM,25,29,7,7.7,201,299,1.3,2,1,1.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE), ASSAM",ASSAM,20,27,7.2,8.1,56,739,1.2,4,1.1,2,2,2000,2,730,2019,2019,"Calendar Year (Jan - Dec), 2019"
2260,"GROUND WATER FROM HAMREN, ASSAM",ASSAM,23,24,5.8,6.2,90,152,1,1.6,0.8,1.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4559,WELL C/O THAJ MANZIL,LAKSHADWEEP,29.6,29.6,,,2510,4520,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2262,"GROUND WATER FROM KARIMGANJ (COLLEGE), ASSAM",ASSAM,23,23,6.1,7.2,102,112,1.4,1.9,0.7,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2263,"GROUND WATER FROM HIALAKANDI (NEAR ASTC BUS STAND ), ASSAM",ASSAM,23,24,6.4,6.4,186,196,1.2,1.3,0.7,0.9,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2264,"GROUND WATER IN PANCHGRAM MARKET NEAR CACHAR PAPER MILL, ASSAM",ASSAM,23,24,6.3,6.4,142,148,1.3,4.2,1,1.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3761,GROUND WATER FROM BISWANATH CHARIALI TOWN,ASSAM,28,32,7,7.3,149,151,1.3,2.4,0.5,0.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3762,"GROUND WATER NEAR MUNICIPAL WASTE PROCESSING FACILITY, MORABHARLI, TEZPUR",ASSAM,26,28,7.1,7.7,42,345,1.2,1.4,0.5,0.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3766,GROUND WATER FROM MANGALDOI TOWN,ASSAM,26,27,6.8,7.5,68,503,1.1,1.1,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3770,"GROUND WATER NEAR GARMUR RECREATION GROUND, JORHAT",ASSAM,25,28,7.1,7.5,235,237,1.6,2.4,2.2,2.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3771,"GROUND WATER FROM TITABAR URBAN WATER SUPPLY, TITABAR",ASSAM,24,28,7.3,7.7,276,285,2,2.2,1.6,3.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3779,"GROUND WATER FROM GARMUR, MAJULI",ASSAM,24,27,6.9,7.6,207,210,0.7,1.1,1.9,2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3790,"GROUND WATER NEAR GOGAMUKH PUBLIC WATER SUPPLY SCHEME, GOGAMUKH, DHEMAJI",ASSAM,18,18,8.1,8.1,202,202,2.3,2.3,1,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS, RUPJYOTI COLONY (NAGABALI) MUNICIPALITY DUMPING SITE, GOLAGHAT",ASSAM,26,26,6.7,6.8,150,452,1.4,2.4,0.7,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR, PO: PULIKAITONI",ASSAM,24,26,6.9,7.2,53,149,1,2.9,0.5,0.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME SCHOOL, GOROUNGA TINIALI, FURKATING",ASSAM,24,26,7.2,7.4,46,53,1.2,2.9,0.6,0.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3801,"GROUND WATER FROM MEHEPUR TRENCHING GROUND, MEHERPUR, CACHAR",ASSAM,23,24,6.4,6.6,322,336,1.5,2.8,1.2,1.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3802,"GROUND WATER FROM MEHEPUR NEAR A CLUSTER OF NURSING HOME & DIAGNOSTIC CENTRE, MEHERPUR, CACHAR",ASSAM,23,24,6.7,6.8,310,316,2,2.6,1,1.4,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL AREA AT BADARPUR GHAT, KARIMGANJ",ASSAM,23,23,6.1,6.5,136,138,2,2.6,1,1.1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3813,"GROUND WATER FROM BONDA, GUWAHATI",ASSAM,22,30,7.1,7.2,241,441,1.3,3.5,1,1,2,2,2,300,2019,2019,"Calendar Year (Jan - Dec), 2019"
3815,"GROUND WATER FROM KHANAPARA, GUWAHATI",ASSAM,25,27,6.8,7.5,61,534,1.1,1.5,0.8,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3816,"GROUND WATER FROM BASISTHA, GUWAHATI",ASSAM,24,26,6.9,7.5,60,527,1.8,1.9,0.8,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3817,"GROUND WATER FROM KAHILIPARA, GUWAHATI",ASSAM,24,25,7.1,7.9,195,404,1.2,1.3,0.8,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3818,"GROUND WATER FROM MALIGAON, GUWAHATI",ASSAM,25,26,7.2,7.3,55,289,1,1.6,1.2,1.4,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4001,GROUND WATER FROM PANJABARI,ASSAM,25,27,7.5,7.9,34,318,1.3,2.8,0.9,1.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4002,GROUND WATER FROM SANTIPUR,ASSAM,25,26,6.8,7.3,35,193,1.6,2.7,0.7,1.1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4003,GROUND WATER FROM TEZPUR COLLEGIATE HIGH SCHOOL,ASSAM,26,26,7.2,7.2,86,86,1.7,1.7,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4007,GROUND WATER FROM LAKWAH,ASSAM,24,24,7.2,7.2,269,269,0.9,0.9,3.7,3.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4008,GROUND WATER FROM GELEKY,ASSAM,24,24,7.5,7.5,203,203,1.7,1.7,1.8,1.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4303,GROUND WATER FROM SATGAON,ASSAM,24,27,7.7,7.8,34,317,1.2,2.5,0.8,1.5,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4327,"GROUND WATER FROM RAILWAY STATION ROAD, ROWTA",ASSAM,28,28,6.9,6.9,404,404,2.8,2.8,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1920,KAKCHING,MANIPUR,22,22,7.8,7.8,953,953,55,55,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
4328,"GROUND WATER BESIDE MSW DUMPING SITE, DHEKIAJULI",ASSAM,27,27,6.5,6.5,207,207,1.5,1.5,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4330,GROUND WATER NEAR PANGRAM STONE CRASHER CLUSTER,ASSAM,24,24,6.5,6.5,102,102,1.2,1.2,0.6,0.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4333,GROUND WATER FROM DEMOW WATER SUPPLY DEMOW TOWN,ASSAM,28,28,7.4,7.4,240,240,1.2,1.2,0.5,0.5,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4335,"GROUND WATER FROM AMGURI, AMGURI TOWN",ASSAM,27,27,7,7,144,144,1.6,1.6,0.3,0.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4338,GROUND WATER FORM TENGA PUKHURI KUKURACHOWA WATER SUPPLY TENGA PUKHURI,ASSAM,25,25,7.3,7.3,148,148,1,1,0.4,0.4,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4339,"GROUND WATER NEAR NAGAON TOWN PIPE WATER SUPPLY SCHEME(Z-111), NAGAON",ASSAM,32,32,7.3,7.3,88,88,1.5,1.5,0.8,0.8,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
4340,"GROUND WATER FROM NAGAON COLLEGE, NAGAON",ASSAM,30,30,7.3,7.3,306,306,1.2,1.2,0.7,0.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1825,"BORE WELL WATER AT KATRA BAZAR WATER TANK, MALSALAMI, PATNA",BIHAR,26,32,7.3,7.4,527,694,,,0.01,0.48,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER TANK SEC-3, KANKARBAGH,PATNA",BIHAR,25,30,7.2,7.4,478,573,,,0.01,0.49,2,1600,2,1600,2019,2019,"Calendar Year (Jan - Dec), 2019"
1827,"GROUND WATER FROM TAP WATER COMING FROM OVER HEAD TANK PMCH CAMPUS, PATNA",BIHAR,26,27,7.1,7.4,517,667,,,0.34,0.67,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER BOARD HEAD OFFICE, NEAR HIGH COURT, PATNA",BIHAR,26,27,7.1,7.4,544,693,,,0.13,0.64,2,22,2,11,2019,2019,"Calendar Year (Jan - Dec), 2019"
1829,"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",BIHAR,26,27,7.2,7.3,520,528,,,0.03,0.1,2,33,2,33,2019,2019,"Calendar Year (Jan - Dec), 2019"
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR HOSPITAL CAMPUS, MUZAFFARPUR",BIHAR,27,27,7.7,7.7,651,651,,,0.57,0.57,33,33,23,23,2019,2019,"Calendar Year (Jan - Dec), 2019"
1831,"BORE WELL WATER MMC PUMP HOUSE BRAHMPURA NAKA, MUZAFFARPUR",BIHAR,27,27,7.6,7.6,641,641,,,0.77,0.77,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1832,"GROUND WATER NEAR TAP WATER IN CAMPUS OF KALI ASTHAN, BEGUSARAI",BIHAR,28,28,7.5,7.5,673,673,,,0.1,0.1,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1833,"GROUND WATER NEAR TAP WATER IN CAMPUS OF S.P OFFICE, POKHARIA, BEGUSARAI",BIHAR,19,19,7.4,7.4,667,667,,,0.06,0.06,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL, PURNEA",BIHAR,27,27,7.4,7.4,682,682,,,0.03,0.03,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1835,"HAND PUMP WATER NEAR COURT LOWER COURT, PURNEA",BIHAR,27,27,7.1,7.1,337,337,,,0.23,0.23,140,140,49,49,2019,2019,"Calendar Year (Jan - Dec), 2019"
1836,"HAND PUMP WATER NEAR BUS STAND TILKS MANJHI CHOWK, BEGUSARAI",BIHAR,15,15,7.4,7.4,882,882,,,0.72,0.72,1600,1600,280,280,2019,2019,"Calendar Year (Jan - Dec), 2019"
1837,GROUND WATER FROM BEGUSARAI,BIHAR,15,15,7.2,7.2,370,370,,,0.11,0.11,11,11,11,11,2019,2019,"Calendar Year (Jan - Dec), 2019"
1838,"GROUND WATER FROM TAP WATER NEAR VEER KUWAR SINGH CHOWK, MUNGER",BIHAR,21,21,7.4,7.4,1480,1480,,,0.4,0.4,1600,1600,920,920,2019,2019,"Calendar Year (Jan - Dec), 2019"
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA WATER WORKS, MUNGER",BIHAR,18,18,7.3,7.3,1810,1810,,,6.93,6.93,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1840,"TAP WATER PHED PUMP HOUSE MAIN ROAD, MOTIHARI",BIHAR,16,16,7.4,7.4,740,740,,,0.08,0.08,33,33,13,13,2019,2019,"Calendar Year (Jan - Dec), 2019"
2594,GROUND WATER FROM SAHARSA,BIHAR,30,30,7.1,7.1,314,314,,,0.03,0.03,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2595,GROUND WATER FROM SAMASTIPUR,BIHAR,32,32,7.9,7.9,1240,1240,,,0.23,0.23,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2596,GROUND WATER FROM SITAMARHI,BIHAR,27,27,8,8,361,361,,,0.02,0.02,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2598,WELL-1 ROHTAS,BIHAR,25,25,7.6,7.6,1560,1560,,,0.27,0.27,1600,1600,79,79,2019,2019,"Calendar Year (Jan - Dec), 2019"
2599,WELL-2 ROHTAS,BIHAR,25,25,7.6,7.6,1540,1540,,,0.08,0.08,1600,1600,140,140,2019,2019,"Calendar Year (Jan - Dec), 2019"
2600,GROUND WATER FROM VAISHALI,BIHAR,26,26,7.2,7.2,1060,1060,,,1.77,1.77,1600,1600,1600,1600,2019,2019,"Calendar Year (Jan - Dec), 2019"
3140,GROUND WATER FROM BETTIAH,BIHAR,25,25,8,8,442,442,,,,,1600,1600,1600,1600,2019,2019,"Calendar Year (Jan - Dec), 2019"
3142,GROUND WATER FROM BIKRAMGANJ,BIHAR,24,24,7.9,7.9,696,696,,,0.27,0.27,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3143,GROUND WATER FROM BAGAHA,BIHAR,27,27,7.6,7.6,584,584,,,0.01,0.01,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3144,GROUND WATER FROM BARH,BIHAR,22,22,7.2,7.2,1090,1090,,,0.49,0.49,1600,1600,350,350,2019,2019,"Calendar Year (Jan - Dec), 2019"
3147,GROUND WATER FROM JAYNAGAR,BIHAR,21,21,7.5,7.5,596,596,,,0.23,0.23,1600,1600,280,280,2019,2019,"Calendar Year (Jan - Dec), 2019"
3148,GROUND WATER FROM JAMALPUR,BIHAR,16,16,7.3,7.3,1120,1120,,,0.5,0.5,1600,1600,540,540,2019,2019,"Calendar Year (Jan - Dec), 2019"
3149,GROUND WATER FROM KUDRA,BIHAR,25,25,7.6,7.6,1090,1090,,,0.98,0.98,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3150,GROUND WATER FROM MANER,BIHAR,21,21,7.5,7.5,1120,1120,,,0.29,0.29,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3151,GROUND WATER FROM MOHANIA,BIHAR,24,24,7.4,7.4,1940,1940,,,0.44,0.44,1600,1600,1600,1600,2019,2019,"Calendar Year (Jan - Dec), 2019"
3152,GROUND WATER FROM NARKATIAGANJ,BIHAR,27,27,7.8,7.8,303,303,,,0.01,0.01,33,33,26,26,2019,2019,"Calendar Year (Jan - Dec), 2019"
3153,GROUND WATER FROM PIRO,BIHAR,23,23,8,8,519,519,,,0.55,0.55,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3155,GROUND WATER FROM SUPUAL,BIHAR,24,24,7.5,7.5,509,509,,,0,0,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3156,GROUND WATER FROM SAMASTIPUR,BIHAR,32,32,7.9,7.9,1690,1690,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3157,GROUND WATER FROM SULTANGANJ,BIHAR,16,16,7.1,7.1,1480,1480,,,0.22,0.22,920,920,220,220,2019,2019,"Calendar Year (Jan - Dec), 2019"
3159,GROUND WATER FROM SHAHPUR,BIHAR,24,24,7.3,7.3,2150,2150,,,0.24,0.24,1600,1600,39,39,2019,2019,"Calendar Year (Jan - Dec), 2019"
3160,GROUND WATER FROM RAXAUL,BIHAR,25,25,8,8,362,362,,,0.06,0.06,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3162,GROUND WATER FROM VAISHALI,BIHAR,26,26,7.4,7.4,861,861,,,0.06,0.06,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2039,"GROUND WATER FROM SECTOR 15, CHANDIGARH",CHANDIGARH,22,24,7.4,7.4,759,1403,0.9,2.2,3.3,4.3,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2040,"GROUND WATER FROM SECTOR 22, CHANDIGARH",CHANDIGARH,21.5,24.5,7.2,7.3,639,666,1.8,2.1,1.9,3.5,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2450,"WELL AT VILLAGE DUNETHA, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",28,32,7.2,7.9,528,763,,,2,3.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2451,"WELL AT VILLAGE DABHEL, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",28,33,7,7.9,575,1050,,,2.8,3.6,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2043,"GROUND WATER FROM PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,22,24,7.4,7.4,1156,1187,1.4,1.8,1,1,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
2452,"WELL AT VILLAGE KACHIGAM, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",28,32,7.3,8.1,567,931,,,3.5,5.6,4,24,2,11,2019,2019,"Calendar Year (Jan - Dec), 2019"
2045,"GROUND WATER FROM DADU MAJRA, CHANDIGARH",CHANDIGARH,21.5,24,7.3,7.4,842,865,1.3,1.6,0.5,4.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
1621,"GROUND WATER AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,23,25,7.7,7.8,256,378,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1622,"GROUND WATER AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,29,34,7.5,7.6,364,448,0,0,0.15,0.3,2,2,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1623,"GROUND WATER AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,30,30,7.7,7.7,481,481,0.1,0.1,0.15,0.15,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA, SHANKAR NAGAR, HEAVY INDUSTRIAL AREA, BHILAI, CHHATISGARH.",CHHATTISGARH,22,28,7.4,7.5,,,0.8,0.9,,,2,8,2,3,2019,2019,"Calendar Year (Jan - Dec), 2019"
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE, KORBA, CHHATISGARH.",CHHATTISGARH,25.9,26,7.1,7.1,,,,,,,20,20,20,20,2019,2019,"Calendar Year (Jan - Dec), 2019"
3173,"BOREWELL/ HANDPUMP IN PARSABHATA, BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,25.9,26.2,7.1,7.1,,,,,,,20,20,20,20,2019,2019,"Calendar Year (Jan - Dec), 2019"
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC, KORBA, CHHATISGARH.",CHHATTISGARH,26.1,26.3,7.1,7.2,,,,,,,20,20,20,20,2019,2019,"Calendar Year (Jan - Dec), 2019"
3477,"WELL AT ALIPUR, DELHI",DELHI,,,7.1,7.1,3390,3810,,,2.4,71.9,4,2400,2,210,2019,2019,"Calendar Year (Jan - Dec), 2019"
3479,"WELL AT AURBINDO MARG, DELHI",DELHI,,,6.9,7,1384,3060,,,23.22,362.01,220,47000,18,26000,2019,2019,"Calendar Year (Jan - Dec), 2019"
3480,"WELL AT BAWANA, DELHI",DELHI,,,7.1,7.1,1001,1040,,,11.3,11.3,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3485,"WELL AT DEFENCE COLONY, DELHI",DELHI,,,7.1,7.1,1410,2100,,,76.5,338.6,2,2,2,49,2019,2019,"Calendar Year (Jan - Dec), 2019"
3488,"WELL AT DILSHAD GARDEN, DELHI",DELHI,,,7,7,1750,2158,,,0.13,52.75,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3489,"WELL AT DWARKA, DELHI",DELHI,,,6.9,7.4,1440,2681,,,0.04,36.7,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,,,6.9,7,748,871,,,41,70.9,2,49,2,33,2019,2019,"Calendar Year (Jan - Dec), 2019"
3492,"WELL AT GAJIPUR, DELHI",DELHI,,,6.8,7,1980,2501,,,0,2.7,2,11,2,5,2019,2019,"Calendar Year (Jan - Dec), 2019"
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,,,6.9,7.1,912,1649,,,0.04,29.13,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3494,"WELL AT HAIDERPUR, DELHI",DELHI,,,7.4,7.6,810,825,,,9.52,12.5,2,5,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3498,"WELL AT KALKA JI, DELHI",DELHI,,,7.1,7.2,1010,1130,,,46.6,63.8,5,79,2,12,2019,2019,"Calendar Year (Jan - Dec), 2019"
3500,"WELL AT KAMLA NAGAR, DELHI",DELHI,,,7.1,7.2,1420,1830,,,76.92,82.2,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3503,"WELL AT KAROL BAGH, DELHI",DELHI,,,6.9,7.1,842,3270,,,19.3,19.3,2,240,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3516,"WELL AT MAYUR VIHAR, DELHI",DELHI,,,7.1,7.3,1070,1766,,,0.04,3.92,2,13,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3517,"WELL AT NAJAFGARH, DELHI",DELHI,,,7.1,7.7,294,2720,,,0,200.21,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3518,"WELL AT NARAINA INDL AREA, DELHI",DELHI,,,6.4,6.7,3670,14640,,,6.1,74.65,13,210,13,110,2019,2019,"Calendar Year (Jan - Dec), 2019"
3520,"WELL AT OKHLA, DELHI",DELHI,,,6.9,7,1140,1380,,,23.4,78.6,23,46,23,46,2019,2019,"Calendar Year (Jan - Dec), 2019"
3524,"WELL AT PASCHIM VIHAR, DELHI",DELHI,,,7.2,7.4,1230,8620,,,4.02,4.02,33,230,18,23,2019,2019,"Calendar Year (Jan - Dec), 2019"
3525,"WELL AT PATEL NAGAR, DELHI",DELHI,,,7.1,7.1,1442,1442,,,,,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3526,"WELL AT PATPAR GANJ, DELHI",DELHI,,,6.9,7.3,2470,7010,,,0,2.21,2,110,2,33,2019,2019,"Calendar Year (Jan - Dec), 2019"
3527,"WELL AT PATPARGANJ INDL AREA, DELHI",DELHI,,,7.1,7.3,2162,3460,,,0.01,1.4,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
3528,"WELL AT PEERAGARHI, DELHI",DELHI,,,7.4,7.4,992,992,,,,,2,2,2,2,2019,2019,"Calendar Year (Jan - Dec), 2019"
